,train,val,test
667,TCGA-AO-A0JC-01A-01-TSA.261a41f2-e0b3-4c3b-bd16-ce6a61d1454c,,
668,TCGA-AO-A0JD-01A-01-BSA.4d037bfe-f392-445e-aedd-68ee8b7e0e53,,
669,TCGA-AO-A0JD-01A-01-TSA.d855990d-c9ee-42d4-8d7a-8345e65da160,,
670,TCGA-AO-A0JF-01A-01-BSA.9ec2c023-1696-411a-8c2b-c019b8c4fb43,,
671,TCGA-AO-A0JF-01A-01-TSA.8a6d6272-723a-44f5-9682-6aed7f0964f6,,
672,TCGA-AO-A0JG-01A-03-BSC.6b4d1364-f805-4583-8aac-7382e95a2cc7,,
673,TCGA-AO-A0JG-01A-03-MSC.c7c6368f-a8f7-4039-a47a-926981f08d16,,
674,TCGA-AO-A0JI-01A-02-BSB.bfccffbb-dc47-4103-beb9-7799d50af784,,
675,TCGA-AO-A0JI-01A-02-TSB.ee965449-b604-4626-83d4-e0b36bb79d9e,,
676,TCGA-AO-A0JM-01A-02-BSB.2f3cfa20-a735-4e35-ae2d-2d2dd211339d,,
677,TCGA-AO-A0JM-01A-02-TSB.d19f822d-0237-41cb-be13-4d3023dcb507,,
678,TCGA-AO-A125-01A-01-BS1.e881fb71-5e5e-40ec-8284-3ee696de7239,,
679,TCGA-AO-A125-01A-01-TS1.5472ee35-9a7b-4f8b-8809-657c2cd72810,,
680,TCGA-AO-A12A-01A-02-BSB.8694e753-cc5f-47e2-9317-4d3355fc355b,,
681,TCGA-AO-A12A-01A-02-TSB.b5bd72c7-f3a2-4b0f-abe7-0aac51898dca,,
682,TCGA-AO-A12B-01A-01-BSA.ec654e0e-2adc-488b-8653-acbf6164419e,,
683,TCGA-AO-A12B-01A-01-TSA.635646b4-dc81-45e2-92b1-8f087abc5240,,
684,TCGA-AO-A12E-01A-01-BSA.9b55ad59-32de-4238-9958-b54e3a43eb2e,,
685,TCGA-AO-A12E-01A-01-TSA.5c7b82d0-dca5-4778-bc30-1201e08dd832,,
686,TCGA-AO-A12G-01A-01-BSA.2910f4ca-540f-4268-be69-4e544e586b7c,,
687,TCGA-AO-A12G-01A-01-TSA.7488a641-9de9-4cee-be43-b8c7ad3de976,,
688,TCGA-AO-A12H-01A-01-BSA.eb4b965d-5a91-4c8b-a61d-177b895d2fe5,,
689,TCGA-AO-A12H-01A-01-TSA.77c4bc81-d785-454c-91a9-bb092baf8079,,
690,TCGA-AO-A1KO-01A-03-TSC.4226d4b4-f783-41d6-ba0e-ee74719cb152,,
691,TCGA-AO-A1KP-01A-01-TSA.944cf99a-9e79-482d-b09c-3a140806e56f,,
692,TCGA-AO-A1KQ-01A-01-TSA.7154a02c-5a29-46ea-94d9-6453a6125e15,,
693,TCGA-AO-A1KS-01A-01-TSA.45cfd1b6-e36a-4262-889a-e8540d9244f0,,
694,TCGA-AQ-A1H2-01A-01-TSA.529445fe-410c-43db-9fe3-e5ac13387eec,,
695,TCGA-AQ-A1H3-01A-03-TSC.2b86ba40-96c3-4d04-8e4b-18a547b5c9df,,
696,TCGA-AQ-A54O-01A-01-TSA.8BB3A7DA-F7DA-430C-934A-A2302F127862,,
697,TCGA-AQ-A7U7-01A-02-TSB.CC7A55C4-13CA-43B5-A623-EABD929C9313,,
698,TCGA-AR-A0TP-01A-01-BSA.c952677d-24c0-4687-ba57-1f812fc51e91,,
699,TCGA-AR-A0TP-01A-01-TSA.300fb1d5-301a-4a10-b9f6-615bac812e93,,
700,TCGA-AR-A0TQ-01A-01-BSA.ed7f9356-b8cc-4e4b-8caa-d977e4441831,,
701,TCGA-AR-A0TQ-01A-01-TSA.aa243f75-79d1-42b5-958a-6beaf7ae7a86,,
702,TCGA-AR-A0TR-01A-01-BSA.f1455ed0-393b-495c-9618-bbe3088baf4d,,
703,TCGA-AR-A0TR-01A-01-TSA.c7ef8351-ef5c-44a3-bf32-d06dde6ca154,,
704,TCGA-AR-A0TT-01A-03-BSC.06e9fb5e-1c6e-4778-9c52-d026628f39c7,,
705,TCGA-AR-A0TT-01A-03-TSC.6e42fa9f-569c-45cf-a316-b3d41a946f57,,
706,TCGA-AR-A0TV-01A-02-BSB.e4adf5bf-398f-402f-997e-7b5ef9facbe8,,
707,TCGA-AR-A0TV-01A-02-TSB.9f3ece24-69a8-4d4d-9c2d-ab674faf9ee0,,
708,TCGA-AR-A0TW-01A-01-BSA.70e22d8c-b052-4fcc-9150-8d46663ff942,,
709,TCGA-AR-A0TW-01A-01-TSA.9da4de42-ef24-463d-9ad4-188023c3b40b,,
710,TCGA-AR-A0TY-01A-01-MSA.94fa564d-0f66-4307-bfcc-41b0fe4886b9,,
711,TCGA-AR-A0TY-01A-01-TSA.44dd02fc-5205-42df-ae58-0686e1355bdc,,
712,TCGA-AR-A0TZ-01A-01-BSA.614177ad-6f45-47b3-abb8-6a682f307795,,
713,TCGA-AR-A0TZ-01A-01-TSA.e8ec1762-8ae8-46ca-bece-0f89cb7bd3c5,,
714,TCGA-AR-A0U2-01A-01-BSA.1bd5ddeb-f22c-4147-b905-0f1316e5903a,,
715,TCGA-AR-A0U2-01A-01-TSA.cb8df340-904c-4ff0-ac21-6f96d7c52d11,,
716,TCGA-AR-A1AH-01A-01-TS1.a9093b0b-46fc-4b7f-8e6e-3ce53379d44e,,
717,TCGA-AR-A1AJ-01A-02-TSB.cf9b042b-0dc7-4cce-a78c-3cd3616a31ec,,
718,TCGA-AR-A1AK-01A-02-TSB.4cd7ad23-1a24-4289-a684-27e2b5e5e8df,,
719,TCGA-AR-A1AL-01A-02-TSB.a5a169e3-b2b7-4a89-95fb-ee01621d32ee,,
720,TCGA-AR-A1AM-01A-04-TSD.D770F269-CA14-4E17-B6AA-F2602A37B2F6,,
721,TCGA-AR-A1AN-01A-01-TS1.f27b0f08-345b-4950-9344-8f6c54ca576a,,
722,TCGA-AR-A1AP-01A-01-TSA.462d1ac8-1c00-4690-9d0e-975853c4c5f2,,
723,TCGA-AR-A1AS-01A-01-TSA.235f24b3-d72a-419e-8f5c-ffc808dc06be,,
724,TCGA-AR-A1AT-01A-01-TSA.ea146368-893f-4524-b72a-df5beb9a80da,,
725,TCGA-AR-A1AU-01A-01-TSA.1fc40e4b-617f-48fb-a990-4629b38fd8c8,,
726,TCGA-AR-A1AV-01A-02-TSB.8aac8e77-5af5-4958-86e8-5883c88630fb,,
727,TCGA-AR-A1AW-01A-02-TSB.d237252f-1ece-4bc3-b84c-d7de505c0a56,,
728,TCGA-AR-A1AX-01A-01-TSA.e03239a3-c62c-4c9d-bb14-df0d8e6cc2dd,,
729,TCGA-AR-A24H-01A-01-TSA.540626c5-7295-48b4-9e4f-5e41ec421aa1,,
730,TCGA-AR-A24K-01A-01-TSA.42a4623b-f201-419b-a626-264b305dc01e,,
731,TCGA-AR-A24L-01A-01-TSA.639a9b22-0535-4832-b415-e3af5aee17fb,,
732,TCGA-AR-A24N-01A-01-TSA.b617b299-5c2d-45c3-b018-6b8cf0e84811,,
733,TCGA-AR-A24P-01A-01-TSA.98666bb0-dd9e-4c97-b886-87c994c63e93,,
734,TCGA-AR-A24Q-01A-01-TSA.cca6142d-12a1-410b-b480-7de4d6f3270f,,
735,TCGA-AR-A24R-01A-01-TSA.56300dbf-4a49-4d9a-b616-bb750904f1b5,,
736,TCGA-AR-A24S-01A-01-TSA.e32c12b0-5287-4ee8-879a-3506cec825e2,,
737,TCGA-AR-A24T-01A-01-TS1.3af5a9b7-b62c-4cf9-aa78-5671b180e901,,
738,TCGA-AR-A24V-01A-02-TSB.7b8bf9db-edd3-490a-a14b-365e749e3b57,,
739,TCGA-AR-A24W-01A-01-TSA.a118d6a0-2b0e-4bb9-8ca6-e5f9eb9460d5,,
740,TCGA-AR-A24X-01A-01-TSA.51b6ebaf-bb07-442c-8c13-3379b44b9707,,
741,TCGA-AR-A24Z-01A-01-TSA.c9c1b686-7092-4b76-9ce1-7c0fd0b2821f,,
742,TCGA-AR-A250-01A-03-TSC.ac0f9192-2961-470c-9fe6-fd72f7f07d0c,,
743,TCGA-AR-A251-01A-01-TSA.3b476230-9521-4dac-8cbd-3e886cce1c5d,,
744,TCGA-AR-A252-01A-01-TSA.67f98277-46bd-4868-9f16-fbed2a257ddf,,
745,TCGA-AR-A254-01A-02-TSB.098d701e-d135-47a2-ba97-298a12462de1,,
746,TCGA-AR-A255-01A-01-TSA.85414c8e-dc54-4ae2-80dd-c58db439c5c7,,
747,TCGA-AR-A2LJ-01A-01-TSA.D42CBC19-1BB0-44B0-A70D-4F872BA53E2C,,
748,TCGA-AR-A2LK-01A-01-TSA.53C36847-0443-432D-97FF-02949CCBA21B,,
749,TCGA-AR-A2LL-01A-01-TSA.DB96FA2A-150F-4387-9F4A-A3B3861E4746,,
750,TCGA-AR-A2LO-01A-03-TSC.62917FFC-65A4-46A2-AED6-1E9B368023E2,,
751,TCGA-AR-A2LQ-01A-02-TSB.EF435791-DA76-4A80-8C17-A3349BF10722,,
752,TCGA-AR-A5QM-01A-01-TSA.BCDF0F3A-C0BB-4761-BF6C-98112D085588,,
753,TCGA-AR-A5QN-01A-01-TSA.9C7C7262-11B4-4EBA-93EA-2AADAC2710AD,,
754,TCGA-B6-A0I5-01A-01-BSA.d9b86ccf-b192-4256-bd02-0a4f4be3775e,,
755,TCGA-B6-A0I5-01A-01-TSA.0ca5d58c-89b3-4d0e-9b39-8d74245286ff,,
756,TCGA-B6-A0IA-01A-01-BSA.6a397611-09c6-4511-bfa0-f423c3d35488,,
757,TCGA-B6-A0IA-01A-01-TSA.77975eac-fd36-4fd6-915f-279f8ede5437,,
758,TCGA-B6-A0IB-01A-01-BSA.2cd7198d-8930-464c-b313-3182d7910f41,,
759,TCGA-B6-A0IB-01A-01-TSA.67edd3f0-b36e-427c-b8ec-4e527de67414,,
760,TCGA-B6-A0IH-01A-01-BSA.4bfc7c55-1aaa-431a-a252-9426bb2b469b,,
761,TCGA-B6-A0IH-01A-01-TSA.19eb9880-689b-4178-a7c7-157e4811951b,,
762,TCGA-B6-A0IJ-01A-01-BSA.19386ba7-7364-46e7-8d70-5375d554817f,,
763,TCGA-B6-A0IJ-01A-01-TSA.3e389914-3756-45ef-b49a-f818883551f1,,
764,TCGA-B6-A0IM-01A-01-BSA.e4fce1ac-0800-4e45-a3bc-f9bcb2ea825f,,
765,TCGA-B6-A0IM-01A-01-TSA.b038a0c6-b657-47f0-99b7-475c9596c4b6,,
766,TCGA-B6-A0IN-01A-01-TSA.42771812-95a0-4850-b413-2b6b2b29df69,,
767,TCGA-B6-A0IO-01A-01-BSA.cf2b4dcc-dc57-4de0-a8f8-e2268f8501e4,,
768,TCGA-B6-A0IO-01A-01-TSA.c6600460-c39d-405c-80e9-1770d89e2716,,
769,TCGA-B6-A0IP-01A-01-BSA.a052ef3d-7640-4a8a-8060-5f88d7ce9e94,,
770,TCGA-B6-A0IP-01A-01-TSA.83ca6468-2488-4506-baf7-a53290924fab,,
771,TCGA-B6-A0RH-01A-02-BSB.4d8dc01d-171d-4bde-9f7c-2e54a2bbb427,,
772,TCGA-B6-A0RH-01A-02-TSB.ea83f31e-defb-4436-8a58-5b66b18d13b5,,
773,TCGA-B6-A0RI-01A-01-BS1.9271aae8-cb65-481e-ada2-d0358f14a1de,,
774,TCGA-B6-A0RI-01A-01-TS1.89a3333b-0f81-4154-a28d-91bc53e7682c,,
775,TCGA-B6-A0RL-01A-01-BSA.448744f8-8c40-4d41-ad86-e59e8fd63b47,,
776,TCGA-B6-A0RL-01A-01-TSA.497a08d0-67ef-4486-abf0-8d04b713d770,,
777,TCGA-B6-A0RM-01A-01-BSA.8b6ffe6e-5db9-49dc-b778-878a7d62c184,,
778,TCGA-B6-A0RM-01A-01-TSA.12501542-b8cb-4b36-bc66-67ef4578d7d1,,
779,TCGA-B6-A0RP-01A-02-BSB.28e532e9-42ef-4bf9-accb-c1b8fb3ddda0,,
780,TCGA-B6-A0RP-01A-02-TSB.33cd7f49-a917-49af-9dad-40e1e645f171,,
781,TCGA-B6-A0RQ-01A-01-BSA.47ecd2ab-489d-4880-85b5-c718d4ceb477,,
782,TCGA-B6-A0RQ-01A-01-TSA.bae984a1-d15c-4c22-a9dd-057fd2d6da04,,
783,TCGA-B6-A0RV-01A-01-BSA.f8268bd0-ea3a-4c05-a3a1-ed6ca8610240,,
784,TCGA-B6-A0RV-01A-01-TSA.0dfcf370-4597-48c0-9779-97c7a404be88,,
785,TCGA-B6-A0WS-01A-01-MS1.2e7cbe20-6c15-4267-b2fd-f33b1519ced7,,
786,TCGA-B6-A0WS-01A-01-TS1.13cafabb-f734-4639-9bc5-5d49a6ba33d0,,
787,TCGA-B6-A0WT-01A-01-BS1.8eed3670-559d-4275-a141-542c4c95bc0a,,
788,TCGA-B6-A0WT-01A-01-TS1.1e20d4bd-53be-4946-9d51-cafe0fd81c08,,
789,TCGA-B6-A0WV-01A-01-BS1.50bdea76-5591-45f4-8743-d420e5c0063e,,
790,TCGA-B6-A0WV-01A-01-TS1.5b667d7f-73a8-4345-82aa-ed5dfae38635,,
791,TCGA-B6-A0WW-01A-01-BS1.5df4515e-cc30-4b30-abed-5055a8e40aa6,,
792,TCGA-B6-A0WW-01A-01-TS1.0b847cf2-8c5e-4f79-91c4-2781eaa137f9,,
793,TCGA-B6-A0WZ-01A-01-BS1.c88de28c-ac1d-43b3-be4b-4f8b51ca5d68,,
794,TCGA-B6-A0WZ-01A-01-TS1.d42e7513-9258-49ac-82c3-0e1be2af24cc,,
795,TCGA-B6-A0X0-01A-02-BSB.2b68483f-0cb5-4452-a078-c2d7da368efb,,
796,TCGA-B6-A0X0-01A-02-TSB.4a0d7401-a55b-4073-8bae-9ced32245447,,
797,TCGA-B6-A0X4-01A-01-MS1.8d33e25d-b7e0-475f-b4c9-9e75e8ac2aa8,,
798,TCGA-B6-A0X4-01A-01-TS1.5a7fe82b-410b-42da-b90c-a63bc1cb2a38,,
799,TCGA-B6-A0X5-01A-02-BSB.53717f12-b5e9-4e8d-918d-4c8fb216a02d,,
800,TCGA-B6-A0X7-01A-01-MS1.c52ed107-f2c7-42f4-b54a-945f329b8896,,
801,TCGA-B6-A0X7-01A-01-TS1.9446fbf5-34ff-4d5d-b292-ed8b129d0281,,
802,TCGA-B6-A1KI-01A-01-TS1.9e114169-5c22-4ec6-a85f-327bd0b51570,,
803,TCGA-B6-A2IU-01A-03-TSC.BB626BA9-ECDE-4EFF-8854-DA1C2A9638EA,,
804,TCGA-B6-A401-01A-01-TS1.C196D55B-479E-4F08-A6BB-C5F8FDA2113E,,
805,TCGA-B6-A408-01A-01-TS1.1D487FA0-42C1-4C5C-94A4-8D7F48EAB98F,,
806,TCGA-B6-A40B-01A-01-TS1.5B2B3C90-F8E8-4853-B1F8-1CEE52253550,,
807,TCGA-B6-A40C-01A-01-TS1.8B901E88-9348-4988-9F69-C130D7D8E78E,,
808,TCGA-BH-A0AU-01A-01-BSA.aedfdaab-2249-4706-81e0-4cfc3901a911,,
809,TCGA-BH-A0AU-01A-01-TSA.8370f783-9342-417c-b7bf-250368330ceb,,
810,TCGA-BH-A0AW-01A-01-BSA.67ef13f7-d5cd-4aca-a66b-2eda7045e905,,
811,TCGA-BH-A0AW-01A-01-TSA.d3edff30-ce9c-4bb2-b698-4fdb7a078500,,
812,TCGA-BH-A0AY-01A-02-BSB.581eb097-e917-4666-9344-f62b088cb024,,
813,TCGA-BH-A0AY-01A-02-TSB.06ebda0b-2dd5-4116-9f51-c3a0ad9fb8bb,,
814,TCGA-BH-A0AZ-01A-02-BSB.34d8c766-06ef-4070-b4f9-009c1b49274a,,
815,TCGA-BH-A0AZ-01A-02-TSB.a9b7b640-d2bb-4e2a-820a-d621212eea2e,,
816,TCGA-BH-A0B0-01A-02-BSB.f982be37-f191-4a96-a1a4-3cfefdfc9a19,,
817,TCGA-BH-A0B0-01A-02-TSB.0eb990a6-1311-4909-8d86-03ae43a41227,,
818,TCGA-BH-A0B1-01A-01-BSA.e42c4f30-d738-4366-9d21-0df264e6de0c,,
819,TCGA-BH-A0B1-01A-01-TSA.2739b8f3-4b3b-4f93-8a37-decb4367178a,,
820,TCGA-BH-A0B2-01A-01-BSA.643fd386-3bcb-4ee1-a030-1e34eeefeb04,,
821,TCGA-BH-A0B2-01A-01-TSA.b3643e0d-dc70-4fd2-a0e0-534890f73da1,,
822,TCGA-BH-A0B4-01A-01-BSA.f2bcfe2d-e385-4d55-989e-9013d4a38230,,
823,TCGA-BH-A0B4-01A-01-TSA.7471aa51-0284-421f-9c48-43ae81144c22,,
824,TCGA-BH-A0B5-01A-01-BSA.6fc7f4e6-e267-4359-b472-057f1e77ae1a,,
825,TCGA-BH-A0B5-01A-01-TSA.251b1c6f-62e7-4a8d-afd4-e6dd132948fb,,
826,TCGA-BH-A0B6-01A-01-BSA.F0754BB4-6170-42CB-931F-04A324BADD47,,
827,TCGA-BH-A0B6-01A-01-TSA.263AFB9B-2F32-4E0F-815A-9A45FF271800,,
828,TCGA-BH-A0B7-01A-01-BSA.b842b06f-b4a9-4acf-9534-be4c716763d2,,
829,TCGA-BH-A0B7-01A-01-TSA.c22d40fb-49bd-406f-bb75-83d655889804,,
830,TCGA-BH-A0B8-01A-02-BSB.64413cea-7a07-43c5-a8d0-939affc290cb,,
831,TCGA-BH-A0B8-01A-02-TSB.36cf2fc1-2b18-48e7-9d2d-0892fdf17b93,,
832,TCGA-BH-A0BA-01A-01-BSA.9d357113-f4a9-4e8e-8f02-86403cdc2af9,,
833,TCGA-BH-A0BA-01A-01-TSA.9c9b5e0c-5e89-4dbc-be76-36aaca93c648,,
834,TCGA-BH-A0BC-01A-02-BSB.a89fb037-eac3-4424-8811-e668088b1481,,
835,TCGA-BH-A0BC-01A-02-TSB.a7afb5f2-2676-428b-95c4-5b8764004820,,
836,TCGA-BH-A0BD-01A-01-BSA.660ee152-efee-472b-95d1-1e5723ca1f64,,
837,TCGA-BH-A0BD-01A-01-TSA.b92fbb4e-3f22-48d5-9b1e-af972a45232e,,
838,TCGA-BH-A0BF-01A-02-BSB.00d3beec-4e44-4585-a6c0-ec25b8ee3538,,
839,TCGA-BH-A0BF-01A-02-TSB.f7468f8d-9472-4d28-b08e-c5734c8db00e,,
840,TCGA-BH-A0BJ-01A-01-BSA.979caa76-44d5-4c81-ac78-08908ce542d2,,
841,TCGA-BH-A0BJ-01A-01-TSA.356876b9-34bb-4958-b932-8dc6022800ff,,
842,TCGA-BH-A0BM-01A-01-BSA.0c2b78c5-2579-4a8a-81cb-e2f6cbb4a019,,
843,TCGA-BH-A0BM-01A-01-TSA.f2ad9846-fe78-4112-af84-b800a575e977,,
844,TCGA-BH-A0BO-01A-01-BSA.fb0f8c89-81d2-4f60-af1b-44a84aae1d3a,,
845,TCGA-BH-A0BO-01A-02-BSB.984c099a-27b1-4584-8c84-0ff358b7610e,,
846,TCGA-BH-A0BP-01A-01-BSA.e3fa75e0-9c2b-4eec-8d44-3b10237c1571,,
847,TCGA-BH-A0BP-01A-01-TSA.7af1ff04-abb7-4c36-9316-8596f2053824,,
848,TCGA-BH-A0BQ-01A-01-BSA.bad7666c-e404-4d97-af8d-2335bf33f31c,,
849,TCGA-BH-A0BQ-01A-02-BSB.46d849d6-4c9d-44be-8cd2-01bcfea20d2f,,
850,TCGA-BH-A0BR-01A-02-BSB.63ea0e68-49cf-4897-834b-d11519db02ec,,
851,TCGA-BH-A0BR-01A-02-TSB.c3274f30-ee10-44ef-a781-1441f0a4c659,,
852,TCGA-BH-A0BS-01A-01-BSA.ebd4566c-a2cd-4f86-a5ed-baf53731ac5a,,
853,TCGA-BH-A0BS-01A-01-TSA.2de86c0c-c9f9-41fc-8f82-966b48b6af7b,,
854,TCGA-BH-A0BT-01A-01-BSA.5024ab0b-133d-4414-803d-29a1d63df444,,
855,TCGA-BH-A0BT-01A-01-TSA.0d7af972-fe18-47c7-b863-2bb47d611f22,,
856,TCGA-BH-A0BV-01A-01-BSA.1d27d74a-405e-4a7f-befa-6d5f7b1fa8e9,,
857,TCGA-BH-A0BV-01A-01-TSA.f5f04523-e30b-4204-99f4-0003ceec2724,,
858,TCGA-BH-A0BZ-01A-03-BSC.875682e9-3d99-4189-8ad1-f1e4e4bb7610,,
859,TCGA-BH-A0BZ-01A-03-TSC.18e04e86-9ccb-4773-bcf3-d7f0c54c6e2a,,
860,TCGA-BH-A0C0-01A-02-BSB.4b112630-4214-42cb-8db9-56df1ce4c6ea,,
861,TCGA-BH-A0C0-01A-02-TSB.b5d6fdae-cc88-4ded-a599-f778187bdc37,,
862,TCGA-BH-A0C3-01A-02-BSB.8ad907ea-f7a5-4095-86c7-1381dfbccea7,,
863,TCGA-BH-A0C3-01A-02-TSB.09beb17d-e7be-4a91-b931-98ff177d1202,,
864,TCGA-BH-A0DE-01A-01-BSA.2222ee02-424e-4db1-bf0c-9213fcb9c269,,
865,TCGA-BH-A0DE-01A-01-TSA.2a52bf9e-45aa-4e5b-8ee7-12476f5f9329,,
866,TCGA-BH-A0DG-01A-02-BSB.991bb656-5e82-4698-8618-27c6a0b1616e,,
867,TCGA-BH-A0DG-01A-02-MSB.46920fd1-be28-491c-87cd-01ae77283a76,,
868,TCGA-BH-A0DH-01A-01-BSA.8ac4fdc4-cc2c-4c7f-b0b9-e55e4a6d225d,,
869,TCGA-BH-A0DH-01A-01-TSA.65c5c88c-2eab-4c9d-adfa-4de61c284c55,,
870,TCGA-BH-A0DI-01A-02-BSB.7e8228a1-5a72-413f-96aa-ca7dc090bbca,,
871,TCGA-BH-A0DI-01A-02-TSB.c1a37b06-e872-44b7-9dd2-2b3e2b363076,,
872,TCGA-BH-A0DK-01A-02-BSB.d2b81f36-c819-44a9-8171-5297fd30cd73,,
873,TCGA-BH-A0DK-01A-02-TSB.50070c5c-59b6-4d86-8eff-aaa38be1ea77,,
874,TCGA-BH-A0DL-01A-01-BSA.7328c7b0-af70-4309-8908-9684d53b8b3d,,
875,TCGA-BH-A0DL-01A-01-TSA.bbf68858-72c8-490a-89b1-6018c8aef709,,
876,TCGA-BH-A0DS-01A-01-BSA.6f8197a1-4017-45c3-bba4-6c15da09c091,,
877,TCGA-BH-A0DS-01A-01-TSA.2395f79e-a59e-4a9a-9814-4ed846745510,,
878,TCGA-BH-A0DT-01A-02-BSB.92dcef3c-8ae8-4e87-a2e8-264893a28236,,
879,TCGA-BH-A0DT-01A-02-TSB.059d6dec-9051-4d12-96cc-49bd63ae678e,,
880,TCGA-BH-A0DV-01A-02-BSB.391712b1-566f-432f-88d8-44067bfcfc6d,,
881,TCGA-BH-A0DV-01A-02-TSB.5efc21a2-56a1-4ce2-99b2-fb7edadb3698,,
882,TCGA-BH-A0DX-01A-01-BSA.6a01c1b0-28e9-4d6a-9114-d53b17130c02,,
883,TCGA-BH-A0DX-01A-01-TSA.326ef6ce-5ee6-4b23-ab87-199c55107405,,
884,TCGA-BH-A0E1-01A-01-BSA.57534115-65b7-48cc-b124-13b8f3c15d48,,
885,TCGA-BH-A0E1-01A-01-TSA.01da1142-7d58-419d-998b-acd3be403d31,,
886,TCGA-BH-A0E2-01A-01-BSA.1c64f76e-23d3-4d31-a921-31e15cb98f50,,
887,TCGA-BH-A0E2-01A-01-TSA.8220f6e4-60c4-40cf-836a-b420f70efa19,,
888,TCGA-BH-A0E7-01A-01-BSA.7c705dfe-0a1d-468c-a43e-eede6df788ab,,
889,TCGA-BH-A0E7-01A-01-TSA.28384290-aa86-483d-847e-47edddf059fc,,
890,TCGA-BH-A0EB-01A-01-BSA.f2664782-5c6a-4693-8f9c-aa963b38e605,,
891,TCGA-BH-A0EB-01A-01-TSA.12af0d04-ac02-49b1-b2a7-67af4dce098f,,
892,TCGA-BH-A0EI-01A-01-BSA.a966fddf-e06b-4beb-847b-62a0e41306f7,,
893,TCGA-BH-A0EI-01A-01-TSA.b3d8fb78-8b4f-4185-a816-b5a7b4b0dc7f,,
894,TCGA-BH-A0GY-01A-01-BSA.8fbab1df-7130-4c95-b61d-9b988b4f7507,,
895,TCGA-BH-A0GY-01A-01-TSA.d5301721-b7af-4291-96dd-220436458f10,,
896,TCGA-BH-A0H0-01A-01-TSA.70fed29e-bd3c-4cb6-92c4-0c16bd6048d6,,
897,TCGA-BH-A0H3-01A-01-MSA.32ba4ab2-1d6a-4927-953f-2801f2d216e6,,
898,TCGA-BH-A0H3-01A-01-TSA.c3a3ea7e-8ed7-47dc-ba34-31e3cac55f6c,,
899,TCGA-BH-A0H5-01A-02-BSB.dfe0061f-b99b-4c98-9b50-05e9df207807,,
900,TCGA-BH-A0H5-01A-02-TSB.3b222475-012c-4642-8b1b-3a16a77af4fc,,
901,TCGA-BH-A0H7-01A-01-MSA.b1c80a80-9b48-4a82-a72c-f6adcca4babf,,
902,TCGA-BH-A0H7-01A-01-TSA.3a4088bb-e65a-412e-9ac0-2188e424d02d,,
903,TCGA-BH-A0H9-01A-01-BSA.1ecefd59-ca14-4b45-a3af-b9c72058ec45,,
904,TCGA-BH-A0H9-01A-01-TSA.c1e06445-62d2-4221-b1ff-3e8eb7cd3106,,
905,TCGA-BH-A0HA-01A-01-BSA.3299cf66-843b-4c75-9ab2-fac7dd9a4dec,,
906,TCGA-BH-A0HA-01A-01-TSA.eb27eed7-d48e-44d1-8436-0fe8a3dcef1e,,
907,TCGA-BH-A0HB-01A-01-BSA.6c9bb2b3-eef6-4e6e-ae30-1381db532ac2,,
908,TCGA-BH-A0HB-01A-01-MSA.4111470f-6088-4244-9788-d1f4d7643a71,,
909,TCGA-BH-A0HF-01A-01-BSA.e917388d-c4db-4345-b7de-172bc1894173,,
910,TCGA-BH-A0HF-01A-01-TSA.7ded795f-16d8-44ef-b26f-5f6fdd25fc1b,,
911,TCGA-BH-A0HI-01A-01-TSA.90298880-ffbf-49c4-be65-7b0fc76fce8b,,
912,TCGA-BH-A0HK-01A-01-BSA.9503c4b2-4f84-4b5e-80a1-2e29605606b2,,
913,TCGA-BH-A0HK-01A-01-TSA.baefe9ea-a565-4ec1-92b2-6b62ed9944e3,,
914,TCGA-BH-A0HL-01A-01-BSA.06db6ff3-c6c9-4a57-b0fc-ef2a749865bf,,
915,TCGA-BH-A0HL-01A-01-TSA.2807c8d7-6e2a-421d-91dc-4ce76a1445a3,,
916,TCGA-BH-A0HN-01A-01-BSA.48a0a442-ee9e-463a-baff-2848408cdeb0,,
917,TCGA-BH-A0HN-01A-01-TSA.82c8d845-2b00-401b-af1a-70573b4a95d3,,
918,TCGA-BH-A0HO-01A-01-BSA.1cb192f4-f6fa-45c3-92ac-b1e67bdb96b5,,
919,TCGA-BH-A0HO-01A-01-TSA.927ed714-1749-44c9-bfb1-a55d65671692,,
920,TCGA-BH-A0HP-01A-01-BSA.c795ed04-0ade-4ed8-9a8b-526b4b789838,,
921,TCGA-BH-A0HP-01A-01-TSA.f21bc9c8-67ad-4b4c-b9ac-5d824f2c0df8,,
922,TCGA-BH-A0HQ-01A-01-BSA.4d080ff5-e61d-49e5-ae36-697e5b0ba630,,
923,TCGA-BH-A0HQ-01A-01-TSA.177676f4-76db-4918-a57e-99124cfa3f34,,
924,TCGA-BH-A0HU-01A-01-BSA.24d5d604-52a8-45ef-9295-c69fa1e54ebd,,
925,TCGA-BH-A0HU-01A-01-TSA.2ff65f66-42b5-40fc-9ce8-d9ab4aa4bea5,,
926,TCGA-BH-A0HX-01A-02-BSB.1557ba7a-169e-4a9d-a9e7-48223614e663,,
927,TCGA-BH-A0HX-01A-02-TSB.b80610f4-d074-4a7b-a5cc-e908ad2d9d6d,,
928,TCGA-BH-A0HY-01A-01-BSA.46c5e097-d1b4-41df-a38a-fe148fc771bf,,
929,TCGA-BH-A0HY-01A-01-TSA.6e6e9bc1-754e-496f-90ef-461287eb7fbf,,
